"TIME","GEO","INDIC_IS","IND_TYPE","UNIT","Value","Flag and Footnotes"
"2015","Spain","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2015","France","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2015","France","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","29",""
"2015","France","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","6",""
"2015","France","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","10",""
"2015","France","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2015","France","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3",""
"2015","France","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3",""
"2015","Croatia","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2015","Croatia","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","7",""
"2015","Croatia","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2015","Croatia","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2015","Croatia","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","5",""
"2015","Croatia","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2015","Croatia","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2015","Italy","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2015","Italy","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2015","Italy","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2015","Italy","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2015","Italy","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2015","Italy","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2015","Italy","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","0","n"
"2015","Cyprus","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2015","Cyprus","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","11",""
"2015","Cyprus","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2015","Cyprus","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","5",""
"2015","Cyprus","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3",""
"2015","Cyprus","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2015","Cyprus","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2015","Latvia","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2015","Latvia","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","8",""
"2015","Latvia","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2015","Latvia","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3",""
"2015","Latvia","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2015","Latvia","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","0","n"
"2015","Latvia","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2015","Lithuania","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2015","Lithuania","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","7",""
"2015","Lithuania","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2015","Lithuania","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3",""
"2015","Lithuania","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2015","Lithuania","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2015","Lithuania","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2015","Luxembourg","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2015","Luxembourg","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","20",""
"2015","Luxembourg","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","6",""
"2015","Luxembourg","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","8",""
"2015","Luxembourg","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3",""
"2015","Luxembourg","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","5",""
"2015","Luxembourg","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2015","Hungary","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2015","Hungary","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2015","Hungary","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2015","Hungary","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3",""
"2015","Hungary","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2015","Hungary","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2015","Hungary","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","32",""
"2015","Malta","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2015","Malta","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","34",""
"2015","Malta","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","7",""
"2015","Malta","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","17",""
"2015","Malta","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","6",""
"2015","Malta","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","10",""
"2015","Malta","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3",""
"2015","Netherlands","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2015","Netherlands","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","23",""
"2015","Netherlands","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3",""
"2015","Netherlands","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","9",""
"2015","Netherlands","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2015","Netherlands","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","6",""
"2015","Netherlands","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","5",""
"2015","Austria","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2015","Austria","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","16",""
"2015","Austria","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3",""
"2015","Austria","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","6",""
"2015","Austria","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2015","Austria","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2015","Austria","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2015","Poland","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2015","Poland","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","10",""
"2015","Poland","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2015","Poland","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2015","Poland","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2015","Poland","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2015","Poland","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2015","Portugal","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2015","Portugal","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","6",""
"2015","Portugal","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2015","Portugal","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2015","Portugal","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3",""
"2015","Portugal","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2015","Portugal","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2015","Romania","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2015","Romania","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","11",""
"2015","Romania","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2015","Romania","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2015","Romania","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2015","Romania","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2015","Romania","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2015","Slovenia","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2015","Slovenia","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","7",""
"2015","Slovenia","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2015","Slovenia","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","5",""
"2015","Slovenia","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2015","Slovenia","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2015","Slovenia","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","5",""
"2015","Slovakia","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2015","Slovakia","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","12",""
"2015","Slovakia","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2015","Slovakia","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2015","Slovakia","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","0","n"
"2015","Slovakia","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2015","Slovakia","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2015","Finland","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2015","Finland","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","25",""
"2015","Finland","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","5",""
"2015","Finland","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","13",""
"2015","Finland","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2015","Finland","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","9",""
"2015","Finland","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","6",""
"2015","Sweden","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2015","Sweden","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","24",""
"2015","Sweden","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","6",""
"2015","Sweden","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","15",""
"2015","Sweden","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2015","Sweden","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","9",""
"2015","Sweden","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2016","European Union - 28 countries (2013-2020)","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2016","European Union - 28 countries (2013-2020)","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","17",""
"2016","European Union - 28 countries (2013-2020)","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2016","European Union - 28 countries (2013-2020)","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","9",""
"2016","European Union - 28 countries (2013-2020)","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3",""
"2016","European Union - 28 countries (2013-2020)","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2016","European Union - 28 countries (2013-2020)","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2016","Belgium","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2016","Belgium","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","19",""
"2016","Belgium","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","5",""
"2016","Belgium","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","6",""
"2016","Belgium","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2016","Belgium","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3",""
"2016","Belgium","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3",""
"2016","Bulgaria","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2016","Bulgaria","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","7",""
"2016","Bulgaria","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2016","Bulgaria","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2016","Bulgaria","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2016","Bulgaria","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2016","Bulgaria","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3",""
"2016","Czechia","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
"2016","Czechia","Individuals who encountered the following problem when making purchases over the Internet: Speed of delivery longer than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","11",""
"2016","Czechia","Individuals who encountered the following problem when making purchases over the Internet: Delivery costs or final price higher than indicated","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","2",""
"2016","Czechia","Individuals who encountered the following problem when buying/ordering over the Internet: wrong or damaged good/services delivered","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","4",""
"2016","Czechia","Individuals who encountered the following problem when buying/ordering over the Internet: problems with fraud","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2016","Czechia","Individuals who encountered the following problem when making purchases over the Internet: Complaints and redress were difficult or no satisfactory response received after complaint","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","3",""
"2016","Czechia","Individuals who encountered the following problem when making purchases over the Internet: Other","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year","1",""
"2016","Denmark","Individuals who encountered the following problem when making purchases over the Internet: Difficulties concerning guarantees","All Individuals","Percentage of individuals who ordered goods or services, over the internet, for private use, in the last year",":",""
