"TIME","INDIC_IS","GEO","IND_TYPE","UNIT","Value","Flag and Footnotes"
"2012","Last online purchase: between 3 and 12 months ago","Luxembourg","All Individuals","Percentage of individuals","10",""
"2012","Last online purchase: between 3 and 12 months ago","Luxembourg","Individuals, 15 years old or less","Percentage of individuals",":",""
"2012","Last online purchase: between 3 and 12 months ago","Luxembourg","Individuals, 16 to 24 years old","Percentage of individuals","18",""
"2012","Last online purchase: between 3 and 12 months ago","Luxembourg","Individuals, 25 to 54 years old","Percentage of individuals","10",""
"2012","Last online purchase: between 3 and 12 months ago","Luxembourg","Individuals, 55 to 74 years old","Percentage of individuals","7",""
"2012","Last online purchase: between 3 and 12 months ago","Luxembourg","Individuals, 75 years old or more","Percentage of individuals",":",""
"2012","Last online purchase: between 3 and 12 months ago","Luxembourg","Males, 16 to 24 years old","Percentage of individuals","19",""
"2012","Last online purchase: between 3 and 12 months ago","Luxembourg","Females, 16 to 24 years old","Percentage of individuals","18",""
"2012","Last online purchase: between 3 and 12 months ago","Luxembourg","Males 25 to 54 years old","Percentage of individuals","10",""
"2012","Last online purchase: between 3 and 12 months ago","Luxembourg","Females 25 to 54 years old","Percentage of individuals","10",""
"2012","Last online purchase: between 3 and 12 months ago","Luxembourg","Males 55 to 74 years old","Percentage of individuals","11",""
"2012","Last online purchase: between 3 and 12 months ago","Luxembourg","Females 55 to 74 years old","Percentage of individuals","3",""
"2012","Last online purchase: between 3 and 12 months ago","Hungary","All Individuals","Percentage of individuals","10",""
"2012","Last online purchase: between 3 and 12 months ago","Hungary","Individuals, 15 years old or less","Percentage of individuals",":",""
"2012","Last online purchase: between 3 and 12 months ago","Hungary","Individuals, 16 to 24 years old","Percentage of individuals","12",""
"2012","Last online purchase: between 3 and 12 months ago","Hungary","Individuals, 25 to 54 years old","Percentage of individuals","14",""
"2012","Last online purchase: between 3 and 12 months ago","Hungary","Individuals, 55 to 74 years old","Percentage of individuals","4",""
"2012","Last online purchase: between 3 and 12 months ago","Hungary","Individuals, 75 years old or more","Percentage of individuals",":",""
"2012","Last online purchase: between 3 and 12 months ago","Hungary","Males, 16 to 24 years old","Percentage of individuals","11",""
"2012","Last online purchase: between 3 and 12 months ago","Hungary","Females, 16 to 24 years old","Percentage of individuals","12",""
"2012","Last online purchase: between 3 and 12 months ago","Hungary","Males 25 to 54 years old","Percentage of individuals","14",""
"2012","Last online purchase: between 3 and 12 months ago","Hungary","Females 25 to 54 years old","Percentage of individuals","14",""
"2012","Last online purchase: between 3 and 12 months ago","Hungary","Males 55 to 74 years old","Percentage of individuals","5",""
"2012","Last online purchase: between 3 and 12 months ago","Hungary","Females 55 to 74 years old","Percentage of individuals","3",""
"2012","Last online purchase: between 3 and 12 months ago","Malta","All Individuals","Percentage of individuals","7",""
"2012","Last online purchase: between 3 and 12 months ago","Malta","Individuals, 15 years old or less","Percentage of individuals",":",""
"2012","Last online purchase: between 3 and 12 months ago","Malta","Individuals, 16 to 24 years old","Percentage of individuals","14",""
"2012","Last online purchase: between 3 and 12 months ago","Malta","Individuals, 25 to 54 years old","Percentage of individuals","7",""
"2012","Last online purchase: between 3 and 12 months ago","Malta","Individuals, 55 to 74 years old","Percentage of individuals","3",""
"2012","Last online purchase: between 3 and 12 months ago","Malta","Individuals, 75 years old or more","Percentage of individuals",":",""
"2012","Last online purchase: between 3 and 12 months ago","Malta","Males, 16 to 24 years old","Percentage of individuals","12",""
"2012","Last online purchase: between 3 and 12 months ago","Malta","Females, 16 to 24 years old","Percentage of individuals","15",""
"2012","Last online purchase: between 3 and 12 months ago","Malta","Males 25 to 54 years old","Percentage of individuals","6",""
"2012","Last online purchase: between 3 and 12 months ago","Malta","Females 25 to 54 years old","Percentage of individuals","7",""
"2012","Last online purchase: between 3 and 12 months ago","Malta","Males 55 to 74 years old","Percentage of individuals","3",""
"2012","Last online purchase: between 3 and 12 months ago","Malta","Females 55 to 74 years old","Percentage of individuals","3",""
"2012","Last online purchase: between 3 and 12 months ago","Netherlands","All Individuals","Percentage of individuals","13",""
"2012","Last online purchase: between 3 and 12 months ago","Netherlands","Individuals, 15 years old or less","Percentage of individuals",":",""
"2012","Last online purchase: between 3 and 12 months ago","Netherlands","Individuals, 16 to 24 years old","Percentage of individuals","24",""
"2012","Last online purchase: between 3 and 12 months ago","Netherlands","Individuals, 25 to 54 years old","Percentage of individuals","13",""
"2012","Last online purchase: between 3 and 12 months ago","Netherlands","Individuals, 55 to 74 years old","Percentage of individuals","9",""
"2012","Last online purchase: between 3 and 12 months ago","Netherlands","Individuals, 75 years old or more","Percentage of individuals",":",""
"2012","Last online purchase: between 3 and 12 months ago","Netherlands","Males, 16 to 24 years old","Percentage of individuals","22",""
"2012","Last online purchase: between 3 and 12 months ago","Netherlands","Females, 16 to 24 years old","Percentage of individuals","26",""
"2012","Last online purchase: between 3 and 12 months ago","Netherlands","Males 25 to 54 years old","Percentage of individuals","10",""
"2012","Last online purchase: between 3 and 12 months ago","Netherlands","Females 25 to 54 years old","Percentage of individuals","16",""
"2012","Last online purchase: between 3 and 12 months ago","Netherlands","Males 55 to 74 years old","Percentage of individuals","10",""
"2012","Last online purchase: between 3 and 12 months ago","Netherlands","Females 55 to 74 years old","Percentage of individuals","8",""
"2012","Last online purchase: between 3 and 12 months ago","Austria","All Individuals","Percentage of individuals","10",""
"2012","Last online purchase: between 3 and 12 months ago","Austria","Individuals, 15 years old or less","Percentage of individuals",":",""
"2012","Last online purchase: between 3 and 12 months ago","Austria","Individuals, 16 to 24 years old","Percentage of individuals","15",""
"2012","Last online purchase: between 3 and 12 months ago","Austria","Individuals, 25 to 54 years old","Percentage of individuals","11",""
"2012","Last online purchase: between 3 and 12 months ago","Austria","Individuals, 55 to 74 years old","Percentage of individuals","4",""
"2012","Last online purchase: between 3 and 12 months ago","Austria","Individuals, 75 years old or more","Percentage of individuals",":",""
"2012","Last online purchase: between 3 and 12 months ago","Austria","Males, 16 to 24 years old","Percentage of individuals","10",""
"2012","Last online purchase: between 3 and 12 months ago","Austria","Females, 16 to 24 years old","Percentage of individuals","21",""
"2012","Last online purchase: between 3 and 12 months ago","Austria","Males 25 to 54 years old","Percentage of individuals","13",""
"2012","Last online purchase: between 3 and 12 months ago","Austria","Females 25 to 54 years old","Percentage of individuals","9",""
"2012","Last online purchase: between 3 and 12 months ago","Austria","Males 55 to 74 years old","Percentage of individuals","6",""
"2012","Last online purchase: between 3 and 12 months ago","Austria","Females 55 to 74 years old","Percentage of individuals","3",""
"2012","Last online purchase: between 3 and 12 months ago","Poland","All Individuals","Percentage of individuals","10",""
"2012","Last online purchase: between 3 and 12 months ago","Poland","Individuals, 15 years old or less","Percentage of individuals",":",""
"2012","Last online purchase: between 3 and 12 months ago","Poland","Individuals, 16 to 24 years old","Percentage of individuals","16",""
"2012","Last online purchase: between 3 and 12 months ago","Poland","Individuals, 25 to 54 years old","Percentage of individuals","12",""
"2012","Last online purchase: between 3 and 12 months ago","Poland","Individuals, 55 to 74 years old","Percentage of individuals","3",""
"2012","Last online purchase: between 3 and 12 months ago","Poland","Individuals, 75 years old or more","Percentage of individuals",":",""
"2012","Last online purchase: between 3 and 12 months ago","Poland","Males, 16 to 24 years old","Percentage of individuals","16",""
"2012","Last online purchase: between 3 and 12 months ago","Poland","Females, 16 to 24 years old","Percentage of individuals","17",""
"2012","Last online purchase: between 3 and 12 months ago","Poland","Males 25 to 54 years old","Percentage of individuals","12",""
"2012","Last online purchase: between 3 and 12 months ago","Poland","Females 25 to 54 years old","Percentage of individuals","11",""
"2012","Last online purchase: between 3 and 12 months ago","Poland","Males 55 to 74 years old","Percentage of individuals","3",""
"2012","Last online purchase: between 3 and 12 months ago","Poland","Females 55 to 74 years old","Percentage of individuals","3",""
"2012","Last online purchase: between 3 and 12 months ago","Portugal","All Individuals","Percentage of individuals","9",""
"2012","Last online purchase: between 3 and 12 months ago","Portugal","Individuals, 15 years old or less","Percentage of individuals","0",""
"2012","Last online purchase: between 3 and 12 months ago","Portugal","Individuals, 16 to 24 years old","Percentage of individuals","15",""
"2012","Last online purchase: between 3 and 12 months ago","Portugal","Individuals, 25 to 54 years old","Percentage of individuals","11",""
"2012","Last online purchase: between 3 and 12 months ago","Portugal","Individuals, 55 to 74 years old","Percentage of individuals","2",""
"2012","Last online purchase: between 3 and 12 months ago","Portugal","Individuals, 75 years old or more","Percentage of individuals",":",""
"2012","Last online purchase: between 3 and 12 months ago","Portugal","Males, 16 to 24 years old","Percentage of individuals","19",""
"2012","Last online purchase: between 3 and 12 months ago","Portugal","Females, 16 to 24 years old","Percentage of individuals","11",""
"2012","Last online purchase: between 3 and 12 months ago","Portugal","Males 25 to 54 years old","Percentage of individuals","12",""
"2012","Last online purchase: between 3 and 12 months ago","Portugal","Females 25 to 54 years old","Percentage of individuals","10",""
"2012","Last online purchase: between 3 and 12 months ago","Portugal","Males 55 to 74 years old","Percentage of individuals","3",""
"2012","Last online purchase: between 3 and 12 months ago","Portugal","Females 55 to 74 years old","Percentage of individuals","2",""
"2012","Last online purchase: between 3 and 12 months ago","Romania","All Individuals","Percentage of individuals","2",""
"2012","Last online purchase: between 3 and 12 months ago","Romania","Individuals, 15 years old or less","Percentage of individuals",":",""
"2012","Last online purchase: between 3 and 12 months ago","Romania","Individuals, 16 to 24 years old","Percentage of individuals","4",""
"2012","Last online purchase: between 3 and 12 months ago","Romania","Individuals, 25 to 54 years old","Percentage of individuals","3",""
"2012","Last online purchase: between 3 and 12 months ago","Romania","Individuals, 55 to 74 years old","Percentage of individuals","0","n"
"2012","Last online purchase: between 3 and 12 months ago","Romania","Individuals, 75 years old or more","Percentage of individuals",":",""
"2012","Last online purchase: between 3 and 12 months ago","Romania","Males, 16 to 24 years old","Percentage of individuals","4",""
"2012","Last online purchase: between 3 and 12 months ago","Romania","Females, 16 to 24 years old","Percentage of individuals","4",""
"2012","Last online purchase: between 3 and 12 months ago","Romania","Males 25 to 54 years old","Percentage of individuals","3",""
"2012","Last online purchase: between 3 and 12 months ago","Romania","Females 25 to 54 years old","Percentage of individuals","3",""
"2012","Last online purchase: between 3 and 12 months ago","Romania","Males 55 to 74 years old","Percentage of individuals","0","n"
"2012","Last online purchase: between 3 and 12 months ago","Romania","Females 55 to 74 years old","Percentage of individuals","1",""
"2012","Last online purchase: between 3 and 12 months ago","Slovenia","All Individuals","Percentage of individuals","12",""
"2012","Last online purchase: between 3 and 12 months ago","Slovenia","Individuals, 15 years old or less","Percentage of individuals","10",""
"2012","Last online purchase: between 3 and 12 months ago","Slovenia","Individuals, 16 to 24 years old","Percentage of individuals","26",""
"2012","Last online purchase: between 3 and 12 months ago","Slovenia","Individuals, 25 to 54 years old","Percentage of individuals","12",""
"2012","Last online purchase: between 3 and 12 months ago","Slovenia","Individuals, 55 to 74 years old","Percentage of individuals","3",""
"2012","Last online purchase: between 3 and 12 months ago","Slovenia","Individuals, 75 years old or more","Percentage of individuals",":",""
"2012","Last online purchase: between 3 and 12 months ago","Slovenia","Males, 16 to 24 years old","Percentage of individuals","26",""
"2012","Last online purchase: between 3 and 12 months ago","Slovenia","Females, 16 to 24 years old","Percentage of individuals","27",""
"2012","Last online purchase: between 3 and 12 months ago","Slovenia","Males 25 to 54 years old","Percentage of individuals","13",""
"2012","Last online purchase: between 3 and 12 months ago","Slovenia","Females 25 to 54 years old","Percentage of individuals","12",""
"2012","Last online purchase: between 3 and 12 months ago","Slovenia","Males 55 to 74 years old","Percentage of individuals","3",""
"2012","Last online purchase: between 3 and 12 months ago","Slovenia","Females 55 to 74 years old","Percentage of individuals","4",""
"2012","Last online purchase: between 3 and 12 months ago","Slovakia","All Individuals","Percentage of individuals","15",""
"2012","Last online purchase: between 3 and 12 months ago","Slovakia","Individuals, 15 years old or less","Percentage of individuals","11",""
"2012","Last online purchase: between 3 and 12 months ago","Slovakia","Individuals, 16 to 24 years old","Percentage of individuals","22",""
"2012","Last online purchase: between 3 and 12 months ago","Slovakia","Individuals, 25 to 54 years old","Percentage of individuals","17",""
"2012","Last online purchase: between 3 and 12 months ago","Slovakia","Individuals, 55 to 74 years old","Percentage of individuals","5",""
"2012","Last online purchase: between 3 and 12 months ago","Slovakia","Individuals, 75 years old or more","Percentage of individuals","1",""
"2012","Last online purchase: between 3 and 12 months ago","Slovakia","Males, 16 to 24 years old","Percentage of individuals","20",""
"2012","Last online purchase: between 3 and 12 months ago","Slovakia","Females, 16 to 24 years old","Percentage of individuals","24",""
"2012","Last online purchase: between 3 and 12 months ago","Slovakia","Males 25 to 54 years old","Percentage of individuals","18",""
"2012","Last online purchase: between 3 and 12 months ago","Slovakia","Females 25 to 54 years old","Percentage of individuals","17",""
"2012","Last online purchase: between 3 and 12 months ago","Slovakia","Males 55 to 74 years old","Percentage of individuals","5",""
"2012","Last online purchase: between 3 and 12 months ago","Slovakia","Females 55 to 74 years old","Percentage of individuals","5",""
"2012","Last online purchase: between 3 and 12 months ago","Finland","All Individuals","Percentage of individuals","18",""
"2012","Last online purchase: between 3 and 12 months ago","Finland","Individuals, 15 years old or less","Percentage of individuals",":",""
"2012","Last online purchase: between 3 and 12 months ago","Finland","Individuals, 16 to 24 years old","Percentage of individuals","26",""
"2012","Last online purchase: between 3 and 12 months ago","Finland","Individuals, 25 to 54 years old","Percentage of individuals","19",""
"2012","Last online purchase: between 3 and 12 months ago","Finland","Individuals, 55 to 74 years old","Percentage of individuals","13",""
"2012","Last online purchase: between 3 and 12 months ago","Finland","Individuals, 75 years old or more","Percentage of individuals",":",""
"2012","Last online purchase: between 3 and 12 months ago","Finland","Males, 16 to 24 years old","Percentage of individuals","26",""
"2012","Last online purchase: between 3 and 12 months ago","Finland","Females, 16 to 24 years old","Percentage of individuals","25",""
"2012","Last online purchase: between 3 and 12 months ago","Finland","Males 25 to 54 years old","Percentage of individuals","21",""
"2012","Last online purchase: between 3 and 12 months ago","Finland","Females 25 to 54 years old","Percentage of individuals","18",""
"2012","Last online purchase: between 3 and 12 months ago","Finland","Males 55 to 74 years old","Percentage of individuals","14",""
"2012","Last online purchase: between 3 and 12 months ago","Finland","Females 55 to 74 years old","Percentage of individuals","13",""
"2012","Last online purchase: between 3 and 12 months ago","Sweden","All Individuals","Percentage of individuals","16",""
"2012","Last online purchase: between 3 and 12 months ago","Sweden","Individuals, 15 years old or less","Percentage of individuals",":",""
"2012","Last online purchase: between 3 and 12 months ago","Sweden","Individuals, 16 to 24 years old","Percentage of individuals","21",""
"2012","Last online purchase: between 3 and 12 months ago","Sweden","Individuals, 25 to 54 years old","Percentage of individuals","16",""
"2012","Last online purchase: between 3 and 12 months ago","Sweden","Individuals, 55 to 74 years old","Percentage of individuals","14",""
"2012","Last online purchase: between 3 and 12 months ago","Sweden","Individuals, 75 years old or more","Percentage of individuals",":",""
"2012","Last online purchase: between 3 and 12 months ago","Sweden","Males, 16 to 24 years old","Percentage of individuals","27",""
"2012","Last online purchase: between 3 and 12 months ago","Sweden","Females, 16 to 24 years old","Percentage of individuals","15",""
"2012","Last online purchase: between 3 and 12 months ago","Sweden","Males 25 to 54 years old","Percentage of individuals","15",""
"2012","Last online purchase: between 3 and 12 months ago","Sweden","Females 25 to 54 years old","Percentage of individuals","16",""
"2012","Last online purchase: between 3 and 12 months ago","Sweden","Males 55 to 74 years old","Percentage of individuals","12",""
"2012","Last online purchase: between 3 and 12 months ago","Sweden","Females 55 to 74 years old","Percentage of individuals","16",""
"2012","Last online purchase: in the 12 months","European Union - 28 countries (2013-2020)","All Individuals","Percentage of individuals","44",""
"2012","Last online purchase: in the 12 months","European Union - 28 countries (2013-2020)","Individuals, 15 years old or less","Percentage of individuals",":",""
"2012","Last online purchase: in the 12 months","European Union - 28 countries (2013-2020)","Individuals, 16 to 24 years old","Percentage of individuals","54",""
"2012","Last online purchase: in the 12 months","European Union - 28 countries (2013-2020)","Individuals, 25 to 54 years old","Percentage of individuals","52",""
"2012","Last online purchase: in the 12 months","European Union - 28 countries (2013-2020)","Individuals, 55 to 74 years old","Percentage of individuals","25",""
"2012","Last online purchase: in the 12 months","European Union - 28 countries (2013-2020)","Individuals, 75 years old or more","Percentage of individuals",":",""
"2012","Last online purchase: in the 12 months","European Union - 28 countries (2013-2020)","Males, 16 to 24 years old","Percentage of individuals","54",""
"2012","Last online purchase: in the 12 months","European Union - 28 countries (2013-2020)","Females, 16 to 24 years old","Percentage of individuals","55",""
"2012","Last online purchase: in the 12 months","European Union - 28 countries (2013-2020)","Males 25 to 54 years old","Percentage of individuals","54",""
"2012","Last online purchase: in the 12 months","European Union - 28 countries (2013-2020)","Females 25 to 54 years old","Percentage of individuals","51",""
"2012","Last online purchase: in the 12 months","European Union - 28 countries (2013-2020)","Males 55 to 74 years old","Percentage of individuals","28",""
"2012","Last online purchase: in the 12 months","European Union - 28 countries (2013-2020)","Females 55 to 74 years old","Percentage of individuals","21",""
"2012","Last online purchase: in the 12 months","Belgium","All Individuals","Percentage of individuals","45",""
"2012","Last online purchase: in the 12 months","Belgium","Individuals, 15 years old or less","Percentage of individuals",":",""
"2012","Last online purchase: in the 12 months","Belgium","Individuals, 16 to 24 years old","Percentage of individuals","52",""
"2012","Last online purchase: in the 12 months","Belgium","Individuals, 25 to 54 years old","Percentage of individuals","55",""
"2012","Last online purchase: in the 12 months","Belgium","Individuals, 55 to 74 years old","Percentage of individuals","22",""
"2012","Last online purchase: in the 12 months","Belgium","Individuals, 75 years old or more","Percentage of individuals",":",""
"2012","Last online purchase: in the 12 months","Belgium","Males, 16 to 24 years old","Percentage of individuals","55",""
"2012","Last online purchase: in the 12 months","Belgium","Females, 16 to 24 years old","Percentage of individuals","49",""
"2012","Last online purchase: in the 12 months","Belgium","Males 25 to 54 years old","Percentage of individuals","58",""
"2012","Last online purchase: in the 12 months","Belgium","Females 25 to 54 years old","Percentage of individuals","52",""
"2012","Last online purchase: in the 12 months","Belgium","Males 55 to 74 years old","Percentage of individuals","27",""
"2012","Last online purchase: in the 12 months","Belgium","Females 55 to 74 years old","Percentage of individuals","18",""
"2012","Last online purchase: in the 12 months","Bulgaria","All Individuals","Percentage of individuals","9",""
"2012","Last online purchase: in the 12 months","Bulgaria","Individuals, 15 years old or less","Percentage of individuals",":",""
"2012","Last online purchase: in the 12 months","Bulgaria","Individuals, 16 to 24 years old","Percentage of individuals","14",""
"2012","Last online purchase: in the 12 months","Bulgaria","Individuals, 25 to 54 years old","Percentage of individuals","13",""
"2012","Last online purchase: in the 12 months","Bulgaria","Individuals, 55 to 74 years old","Percentage of individuals","2",""
"2012","Last online purchase: in the 12 months","Bulgaria","Individuals, 75 years old or more","Percentage of individuals",":",""
"2012","Last online purchase: in the 12 months","Bulgaria","Males, 16 to 24 years old","Percentage of individuals","14",""
"2012","Last online purchase: in the 12 months","Bulgaria","Females, 16 to 24 years old","Percentage of individuals","14",""
"2012","Last online purchase: in the 12 months","Bulgaria","Males 25 to 54 years old","Percentage of individuals","12",""
"2012","Last online purchase: in the 12 months","Bulgaria","Females 25 to 54 years old","Percentage of individuals","13",""
"2012","Last online purchase: in the 12 months","Bulgaria","Males 55 to 74 years old","Percentage of individuals","2",""
"2012","Last online purchase: in the 12 months","Bulgaria","Females 55 to 74 years old","Percentage of individuals","1",""
"2012","Last online purchase: in the 12 months","Czechia","All Individuals","Percentage of individuals","33",""
"2012","Last online purchase: in the 12 months","Czechia","Individuals, 15 years old or less","Percentage of individuals",":",""
"2012","Last online purchase: in the 12 months","Czechia","Individuals, 16 to 24 years old","Percentage of individuals","44",""
"2012","Last online purchase: in the 12 months","Czechia","Individuals, 25 to 54 years old","Percentage of individuals","42",""
"2012","Last online purchase: in the 12 months","Czechia","Individuals, 55 to 74 years old","Percentage of individuals","11",""
"2012","Last online purchase: in the 12 months","Czechia","Individuals, 75 years old or more","Percentage of individuals","0",""
"2012","Last online purchase: in the 12 months","Czechia","Males, 16 to 24 years old","Percentage of individuals","44",""
"2012","Last online purchase: in the 12 months","Czechia","Females, 16 to 24 years old","Percentage of individuals","44",""
"2012","Last online purchase: in the 12 months","Czechia","Males 25 to 54 years old","Percentage of individuals","40",""
"2012","Last online purchase: in the 12 months","Czechia","Females 25 to 54 years old","Percentage of individuals","43",""
"2012","Last online purchase: in the 12 months","Czechia","Males 55 to 74 years old","Percentage of individuals","13",""
"2012","Last online purchase: in the 12 months","Czechia","Females 55 to 74 years old","Percentage of individuals","10",""
"2012","Last online purchase: in the 12 months","Denmark","All Individuals","Percentage of individuals","73",""
"2012","Last online purchase: in the 12 months","Denmark","Individuals, 15 years old or less","Percentage of individuals",":",""
"2012","Last online purchase: in the 12 months","Denmark","Individuals, 16 to 24 years old","Percentage of individuals","87",""
"2012","Last online purchase: in the 12 months","Denmark","Individuals, 25 to 54 years old","Percentage of individuals","82",""
"2012","Last online purchase: in the 12 months","Denmark","Individuals, 55 to 74 years old","Percentage of individuals","52",""
"2012","Last online purchase: in the 12 months","Denmark","Individuals, 75 years old or more","Percentage of individuals",":",""
"2012","Last online purchase: in the 12 months","Denmark","Males, 16 to 24 years old","Percentage of individuals","90",""
"2012","Last online purchase: in the 12 months","Denmark","Females, 16 to 24 years old","Percentage of individuals","85",""
"2012","Last online purchase: in the 12 months","Denmark","Males 25 to 54 years old","Percentage of individuals","81",""
"2012","Last online purchase: in the 12 months","Denmark","Females 25 to 54 years old","Percentage of individuals","83",""
"2012","Last online purchase: in the 12 months","Denmark","Males 55 to 74 years old","Percentage of individuals","57",""
"2012","Last online purchase: in the 12 months","Denmark","Females 55 to 74 years old","Percentage of individuals","46",""
"2012","Last online purchase: in the 12 months","Germany (until 1990 former territory of the FRG)","All Individuals","Percentage of individuals","65",""
"2012","Last online purchase: in the 12 months","Germany (until 1990 former territory of the FRG)","Individuals, 15 years old or less","Percentage of individuals","28",""
"2012","Last online purchase: in the 12 months","Germany (until 1990 former territory of the FRG)","Individuals, 16 to 24 years old","Percentage of individuals","73",""
"2012","Last online purchase: in the 12 months","Germany (until 1990 former territory of the FRG)","Individuals, 25 to 54 years old","Percentage of individuals","78",""
"2012","Last online purchase: in the 12 months","Germany (until 1990 former territory of the FRG)","Individuals, 55 to 74 years old","Percentage of individuals","38",""
"2012","Last online purchase: in the 12 months","Germany (until 1990 former territory of the FRG)","Individuals, 75 years old or more","Percentage of individuals","9",""
"2012","Last online purchase: in the 12 months","Germany (until 1990 former territory of the FRG)","Males, 16 to 24 years old","Percentage of individuals","70",""
"2012","Last online purchase: in the 12 months","Germany (until 1990 former territory of the FRG)","Females, 16 to 24 years old","Percentage of individuals","75",""
"2012","Last online purchase: in the 12 months","Germany (until 1990 former territory of the FRG)","Males 25 to 54 years old","Percentage of individuals","78",""
"2012","Last online purchase: in the 12 months","Germany (until 1990 former territory of the FRG)","Females 25 to 54 years old","Percentage of individuals","79",""
"2012","Last online purchase: in the 12 months","Germany (until 1990 former territory of the FRG)","Males 55 to 74 years old","Percentage of individuals","45",""
"2012","Last online purchase: in the 12 months","Germany (until 1990 former territory of the FRG)","Females 55 to 74 years old","Percentage of individuals","32",""
"2012","Last online purchase: in the 12 months","Estonia","All Individuals","Percentage of individuals","23",""
"2012","Last online purchase: in the 12 months","Estonia","Individuals, 15 years old or less","Percentage of individuals","8",""
"2012","Last online purchase: in the 12 months","Estonia","Individuals, 16 to 24 years old","Percentage of individuals","31",""
"2012","Last online purchase: in the 12 months","Estonia","Individuals, 25 to 54 years old","Percentage of individuals","30",""
"2012","Last online purchase: in the 12 months","Estonia","Individuals, 55 to 74 years old","Percentage of individuals","7",""
"2012","Last online purchase: in the 12 months","Estonia","Individuals, 75 years old or more","Percentage of individuals",":",""
"2012","Last online purchase: in the 12 months","Estonia","Males, 16 to 24 years old","Percentage of individuals","26",""
"2012","Last online purchase: in the 12 months","Estonia","Females, 16 to 24 years old","Percentage of individuals","36",""
"2012","Last online purchase: in the 12 months","Estonia","Males 25 to 54 years old","Percentage of individuals","29",""
"2012","Last online purchase: in the 12 months","Estonia","Females 25 to 54 years old","Percentage of individuals","31",""
"2012","Last online purchase: in the 12 months","Estonia","Males 55 to 74 years old","Percentage of individuals","7",""
"2012","Last online purchase: in the 12 months","Estonia","Females 55 to 74 years old","Percentage of individuals","7",""
"2012","Last online purchase: in the 12 months","Ireland","All Individuals","Percentage of individuals","46",""
"2012","Last online purchase: in the 12 months","Ireland","Individuals, 15 years old or less","Percentage of individuals",":",""
"2012","Last online purchase: in the 12 months","Ireland","Individuals, 16 to 24 years old","Percentage of individuals","46",""
"2012","Last online purchase: in the 12 months","Ireland","Individuals, 25 to 54 years old","Percentage of individuals","55",""
"2012","Last online purchase: in the 12 months","Ireland","Individuals, 55 to 74 years old","Percentage of individuals","21",""
"2012","Last online purchase: in the 12 months","Ireland","Individuals, 75 years old or more","Percentage of individuals",":",""
"2012","Last online purchase: in the 12 months","Ireland","Males, 16 to 24 years old","Percentage of individuals","43",""
"2012","Last online purchase: in the 12 months","Ireland","Females, 16 to 24 years old","Percentage of individuals","50",""
"2012","Last online purchase: in the 12 months","Ireland","Males 25 to 54 years old","Percentage of individuals","54",""
"2012","Last online purchase: in the 12 months","Ireland","Females 25 to 54 years old","Percentage of individuals","56",""
"2012","Last online purchase: in the 12 months","Ireland","Males 55 to 74 years old","Percentage of individuals","24",""
"2012","Last online purchase: in the 12 months","Ireland","Females 55 to 74 years old","Percentage of individuals","19",""
"2012","Last online purchase: in the 12 months","Greece","All Individuals","Percentage of individuals","20",""
"2012","Last online purchase: in the 12 months","Greece","Individuals, 15 years old or less","Percentage of individuals",":",""
"2012","Last online purchase: in the 12 months","Greece","Individuals, 16 to 24 years old","Percentage of individuals","27",""
"2012","Last online purchase: in the 12 months","Greece","Individuals, 25 to 54 years old","Percentage of individuals","27",""
"2012","Last online purchase: in the 12 months","Greece","Individuals, 55 to 74 years old","Percentage of individuals","4",""
"2012","Last online purchase: in the 12 months","Greece","Individuals, 75 years old or more","Percentage of individuals",":",""
"2012","Last online purchase: in the 12 months","Greece","Males, 16 to 24 years old","Percentage of individuals","27",""
"2012","Last online purchase: in the 12 months","Greece","Females, 16 to 24 years old","Percentage of individuals","28",""
"2012","Last online purchase: in the 12 months","Greece","Males 25 to 54 years old","Percentage of individuals","32",""
"2012","Last online purchase: in the 12 months","Greece","Females 25 to 54 years old","Percentage of individuals","23",""
"2012","Last online purchase: in the 12 months","Greece","Males 55 to 74 years old","Percentage of individuals","4",""
"2012","Last online purchase: in the 12 months","Greece","Females 55 to 74 years old","Percentage of individuals","3",""
"2012","Last online purchase: in the 12 months","Spain","All Individuals","Percentage of individuals","30",""
"2012","Last online purchase: in the 12 months","Spain","Individuals, 15 years old or less","Percentage of individuals",":",""
"2012","Last online purchase: in the 12 months","Spain","Individuals, 16 to 24 years old","Percentage of individuals","39",""
"2012","Last online purchase: in the 12 months","Spain","Individuals, 25 to 54 years old","Percentage of individuals","37",""
"2012","Last online purchase: in the 12 months","Spain","Individuals, 55 to 74 years old","Percentage of individuals","11",""
"2012","Last online purchase: in the 12 months","Spain","Individuals, 75 years old or more","Percentage of individuals","1",""
"2012","Last online purchase: in the 12 months","Spain","Males, 16 to 24 years old","Percentage of individuals","44",""
"2012","Last online purchase: in the 12 months","Spain","Females, 16 to 24 years old","Percentage of individuals","34",""
"2012","Last online purchase: in the 12 months","Spain","Males 25 to 54 years old","Percentage of individuals","40",""
"2012","Last online purchase: in the 12 months","Spain","Females 25 to 54 years old","Percentage of individuals","34",""
"2012","Last online purchase: in the 12 months","Spain","Males 55 to 74 years old","Percentage of individuals","14",""
"2012","Last online purchase: in the 12 months","Spain","Females 55 to 74 years old","Percentage of individuals","8",""
"2012","Last online purchase: in the 12 months","France","All Individuals","Percentage of individuals","57",""
"2012","Last online purchase: in the 12 months","France","Individuals, 15 years old or less","Percentage of individuals",":",""
